category_id,employee_id,category_name,rating,quantity_sold,being_manufactured,total_sold_value
CSO,4216,Coupe-SUV,64 %,81201,1,2786563
XSP,3893,Coupe-SUV,38 %,45226,1,7264025
ELF,528,Hatchback,60 %,28567,1,4691322
IRS,2192,Sedan,80 %,30271,1,1458403
EQQ,3897,Off-Road Vehicle,38 %,57213,1,3838040
FQC,3398,Off-Road Vehicle,93 %,85124,1,8877193
WMU,1268,Coupe,83 %,39250,1,6788561
MVB,3240,Off-Road Vehicle,36 %,99016,1,5316074
QPY,3237,Convertible,86 %,94720,1,6853755
BAN,4566,Sedan,33 %,79176,1,2329955
YAG,665,Hybrid Car,93 %,84324,1,4049427
ZLB,4008,Electric Car,13 %,54648,1,6513158
LOT,3382,Luxury Car,45 %,43162,1,8603625
OBG,1044,SUV (Sport Utility Vehicle),55 %,39114,1,8977693
LJC,3397,Hybrid Car,15 %,93156,1,314324
QRQ,4689,Crossover,33 %,27679,1,2490689
ICE,4570,Coupe,90 %,32842,1,9219280
XZV,3742,Pickup Truck,17 %,83554,1,9859468
ZBT,4682,Electric Car,56 %,12870,1,9146252
DQW,4395,Minivan,59 %,36798,1,9739276
UZM,661,Microcar,3 %,22571,1,3025614
OWH,2732,Sports Car,4 %,64123,1,832612
XZW,2735,Sedan,31 %,58011,1,4573503
BQG,4533,Pickup Truck,81 %,87002,1,8039674
ROO,4098,Convertible,2 %,82308,1,1925731
OLU,2261,Sedan,69 %,43441,1,4439709
ZMZ,1823,Convertible,93 %,58334,1,7386770
OBJ,4005,Sedan,64 %,62401,1,1228158
XVZ,923,Hybrid Car,99 %,49319,1,9242948
NYE,3564,Luxury Car,51 %,30385,1,7047159
XJQ,1013,Luxury Car,37 %,81850,1,3904303
FRW,1870,Pickup Truck,76 %,99027,1,926571
RLK,4227,Hatchback,43 %,31090,1,8137740
FVC,4002,Off-Road Vehicle,48 %,29779,1,7534994
MLE,3335,SUV (Sport Utility Vehicle),15 %,36638,1,8517015
ZUN,4611,Microcar,75 %,19492,1,1134920
NRF,659,SUV (Sport Utility Vehicle),90 %,87376,1,8509780
FTH,4336,Sports Car,11 %,63627,1,1790420
SFF,1886,Sports Car,82 %,82471,1,1100615
NZZ,562,Microcar,29 %,77278,1,2357953
GAX,4496,Electric Car,26 %,38503,1,7364746
YGN,3210,Crossover,92 %,30499,1,8107151
VSF,709,Sports Car,55 %,58860,1,2000861
NKV,1088,Coupe,1 %,64211,1,636135
TYG,2792,Pickup Truck,86 %,40262,1,2100827
RJP,4450,Sedan,34 %,33990,1,3833404
LUC,4200,Minivan,13 %,33021,1,4709905
FJW,586,Coupe,37 %,66206,1,9844921
PEG,4052,Hatchback,46 %,33033,1,3717910
ZYM,4607,Convertible,46 %,74823,1,7748761
NPJ,1661,Coupe-SUV,79 %,15397,1,3128067
HQB,3125,Off-Road Vehicle,83 %,52476,1,2356860
UHB,4662,SUV (Sport Utility Vehicle),26 %,51154,1,7035467
FZJ,4327,Sedan,5 %,78104,1,7656977
MVT,4008,Crossover,64 %,96504,1,443019
PMG,1261,SUV (Sport Utility Vehicle),62 %,71595,1,9831306
EIE,4226,Luxury Car,77 %,88054,1,5358638
UWC,3443,Sports Car,100 %,34911,1,9627474
TCL,3472,Coupe-SUV,46 %,21006,1,8852570
ZQQ,1699,Hatchback,97 %,27081,1,9134042
IUN,3597,Off-Road Vehicle,63 %,18054,1,8835136
KBP,4308,Luxury Car,2 %,17198,1,516156
WQQ,1960,Hatchback,74 %,15107,1,2477364
BTC,3253,Convertible,1 %,97421,1,1148076
TVE,4320,Off-Road Vehicle,2 %,31995,1,5654027
CGO,4366,Electric Car,79 %,12837,1,5714202
PTQ,1802,Sedan,51 %,67394,1,4431992
HGN,2248,Minivan,4 %,44919,1,6388081
CGS,1679,Convertible,73 %,35955,1,2084926
IKK,4251,Coupe-SUV,62 %,65503,1,710142
RYZ,4553,Convertible,44 %,90978,1,3814437
XVV,2791,Convertible,8 %,36566,1,5626363
YYZ,1385,SUV (Sport Utility Vehicle),67 %,17915,1,7408557
PAK,4389,Coupe-SUV,47 %,22711,1,4828174
FXZ,1162,Crossover,50 %,54818,1,5357862
DCT,2095,Luxury Car,43 %,18689,1,338665
XQX,1122,Microcar,79 %,50732,1,7283083
LAB,1956,Convertible,89 %,13142,1,2223671
JLC,746,Sedan,20 %,62681,1,2041267
QMI,3425,Sedan,27 %,50025,1,7969698
SEO,1695,Coupe,58 %,90919,1,9771693
IRK,2601,Off-Road Vehicle,16 %,68483,1,6550217
MAA,1328,SUV (Sport Utility Vehicle),53 %,95343,1,1554924
KVJ,3207,Coupe-SUV,47 %,31757,1,4566424
CPP,1187,Off-Road Vehicle,44 %,66202,1,1347215
WWB,3697,Sports Car,39 %,72771,1,5128797
DGO,2497,Crossover,21 %,87067,1,5557206
